caseid,yyyymm,yyyyq,yyyy,id,idprev,datepr,ics,icc,ice,pago,pagor1,pagor2,pexp,inexq1,inexq2,inex,rinc,bago,bexp,bus12,bus5,news1,news2,unemp,govt,ratex,px1q1,px1q2,px1,px5q1,px5q2,px5,dur,durrn1,durrn2,hom,homrn1,homrn2,shom,shomrn1,shomrn2,car,carrn1,carrn2,income,incqfm,ytl10,ytl90,ytl50,ytl5,ytl4,ytl3,homeown,homeval,homeamt,homeqfm,invest,invamt,invqfm,age,birthm,birthy,region,sex,marry,numkid,numadt,race,educ,eclgrd,ehsgrd,egrade,vehown,vehnum,gaspx1,gaspx2,gas5,gas1px1,gas1px2,gas1,wt,FFR,INFLATION,UNRATE,CPI,SHILLER,MORTG,PAGO,PEXP,INEXQ1,INEX,RINC,BAGO,BEXP,BUS12,BUS5,UNEMP,GOVT,RATEX,PX1,PX5,DUR,HOM,SHOM,CAR,INCOME,HOMEOWN,HOMEVAL,AGE,BIRTHY,WEST,NORTHEAST,SOUTH,SEX,MARRY,NUMKID,NUMADT,FAMSIZE,AFRICAN,HISPANIC,NATIVE,ASIAN,ECLGRD,VEHOWN,VEHNUM,GASPX1,GAS5,GAS1PX1,GAS1,ZLB,CPIDURABLES,mm,BUS12AG,PX1DISP,VXO,INFLVOLA,first,second,single,CARLOAN,HOMPX1Q1,HOMPX1Q2,HOMPX1,HOMPX5Q1,HOMPX5Q2,HOMPX5,pjob,pssa,pinc,pcry,PINC2,pstk,PINC,PJOB,INFLQRTL,PX1LAG,DPX1,DURLAG,DDUR,PX1BAR,PX1MEAN,PX1STD,GOOD,DURRN1,CARRN1,HOMRN1,INFLFORW,SPF,OUTSIDE,GOOD2,fitted,resids
240024,201301,20131,2013,113,,,31.6,77.690002,2,5,51,54,5,5,3,-3,3,5,3,5,5,23,87,1,3,3,1,3,3,2,3,3,1,21,23,1,16,12,1,21,47,1,16,0,55000,1,5,5,1,3,2,2,1,1,,1,1,,1,48,4,1964,2,2,1,0,2,1,6,1,1,17,,,5,30,-30,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-3,0,-1,0,-1,-1,1,0,0,3,3,1,1,1,1,5.4718056,1,1,48,1964,0,0,0,1,1,0,2,2,0,0,0,0,1,,,-1,-30,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,11,11,1,11,11,50,10,10,3,10,50,10,50,2,,,,,,4.3400002,3.8800001,0,21,16,16,,2.0999999,1,0,4.2405396,-1.2405394
240001,201301,20131,2013,90,,,2,2,2,5,54,0,5,5,98,-97,5,5,8,5,5,63,0,3,3,3,1,98,96,1,98,96,5,61,89,5,61,0,5,61,0,8,,,,2,,,,,,,1,5,75000,2,5,,,,,,4,2,4,0,1,1,2,5,5,12,,,3,,0,1,10,10,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,,-1,-1,,-1,-1,0,0,0,,,-1,-1,-1,,,1,-1,,,0,0,1,1,0,0,1,1,0,0,0,0,0,,,0,0,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,0,0,998,1,998,998,,0,4,,,,,,4.3400002,3.8800001,0,61,,61,,2.0999999,0,0,,
239913,201301,20131,2013,2,,,16.799999,2,26.309999,5,54,50,3,5,2,-2,5,5,3,5,5,23,63,3,5,3,1,3,3,1,2,2,5,61,0,1,12,0,5,52,61,1,16,0,53000,1,5,5,1,3,2,2,2,,,,1,85000,1,44,5,1968,3,2,5,0,1,1,4,1,1,14,,,1,100,100,1,50,50,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-2,-1,-1,0,-1,-1,0,-1,0,3,2,-1,1,-1,1,5.4347639,0,,44,1968,0,1,0,1,0,0,1,1,0,0,0,0,1,,,1,100,1,50,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,2,1,10,5,0,20,10,2,2,,,,,,4.3400002,3.8800001,0,61,16,12,,2.0999999,1,0,4.2090755,-1.2090755
240368,201301,20131,2013,1157,117,201207,120.42,115.53,123.55,3,0,0,3,3,,0,5,1,1,1,1,0,0,3,1,1,1,5,5,1,5,5,1,16,23,1,12,13,5,52,57,1,16,0,100000,1,5,5,5,4,3,3,1,3,240000,1,5,,,36,1,1977,4,2,1,1,2,1,5,1,1,16,,,1,100,100,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,1,1,1,0,1,1,5,5,1,1,-1,1,6.0696425,1,0,36,1977,0,0,1,1,1,1,2,3,0,0,0,0,1,,,1,100,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,2,2,10,10,25,3,10,50,25,10,3,3,2,1,0,1,4.3400002,3.8800001,1,16,16,12,,2.0999999,1,0,4.1461473,.85385251
239954,201301,20131,2013,43,,,46.41,39.84,50.619999,5,52,54,3,1,5,5,3,5,3,8,5,19,0,3,3,5,1,5,5,2,1,1,3,62,0,1,12,46,5,52,86,3,42,0,24000,1,5,5,1,1,1,1,2,,,,5,,,53,7,1959,2,2,4,0,2,5,6,1,1,17,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,5,0,-1,0,,-1,0,0,-1,5,1,0,1,-1,0,4.6425261,0,,53,1959,0,0,0,1,0,0,2,2,0,0,0,1,1,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,80,20,50,5,20,5,50,80,3,,,,,,4.3400002,3.8800001,0,62,42,12,,2.0999999,1,0,4.2798696,.72013062
240225,201301,20131,2013,1014,76,201207,31.6,77.690002,2,5,54,50,5,3,,0,5,5,5,5,5,56,0,1,5,1,1,13,13,1,98,96,1,12,13,1,13,16,5,52,0,1,13,0,60000,1,5,5,5,3,3,2,1,1,120000,1,1,150000,2,59,1,1954,4,2,3,0,1,1,4,5,1,13,,,3,,0,3,,0,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,13,,1,1,-1,1,5.5588169,1,1,59,1954,0,0,1,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,5,5,1,10,10,80,20,0,5,0,0,0,80,4,,,0,1,,4.3400002,3.8800001,0,12,13,13,,2.0999999,1,0,4.3270655,8.6729345
240224,201301,20131,2013,1013,65,201207,105.61,77.690002,123.55,3,53,0,3,3,,0,3,3,3,1,1,0,0,3,3,3,8,,98,1,1,1,3,42,0,5,56,61,5,61,0,8,,,80000,1,5,5,5,4,3,2,1,3,172500,1,1,100000,1,74,10,1938,3,2,1,0,2,5,6,1,1,17,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,-1,-1,,5.846499,1,0,74,1938,0,1,0,1,1,0,2,2,0,0,0,1,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,0,40,0,3,0,30,0,0,4,,,0,0,,4.3400002,3.8800001,0,42,,56,,2.0999999,0,0,4.445055,
239989,201301,20131,2013,78,,,120.42,115.53,123.55,3,16,51,3,5,3,-3,5,1,1,1,1,33,10,5,5,3,1,3,3,1,2,2,1,12,0,1,13,0,5,53,0,1,16,0,37500,1,5,5,1,2,2,1,1,3,100000,1,5,,,85,3,1927,1,2,1,0,2,1,4,5,1,13,,,1,50,50,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-3,-1,1,1,1,1,-1,-1,0,3,2,1,1,-1,1,5.0888133,1,0,85,1927,1,0,0,1,1,0,2,2,0,0,0,0,0,,,1,50,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,10,10,1,4,4,0,0,0,5,0,100,0,0,2,,,,,,4.3400002,3.8800001,0,12,16,13,,2.0999999,1,0,4.5315809,-1.5315812
240222,201301,20131,2013,1011,266,201207,61.209999,153.38,2,1,11,12,5,3,,0,5,5,5,5,5,60,85,3,5,3,1,1,1,2,1,1,1,12,0,1,11,16,1,21,51,1,12,0,200000,1,5,1,5,5,4,3,1,1,250000,1,1,100000,1,31,7,1981,1,2,1,1,2,1,6,1,1,17,,,3,,0,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,1,1,6.7627897,1,1,31,1981,1,0,0,1,1,1,2,3,0,0,0,0,1,,,0,0,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,2,2,1,1,1,5,5,20,3,50,20,20,5,1,5,-4,1,0,-2,4.3400002,3.8800001,1,12,12,11,,2.0999999,1,0,4.1068177,-3.1068175
239942,201301,20131,2013,31,,,31.6,39.84,26.309999,3,0,0,3,1,1,1,5,5,5,5,4,56,59,5,5,3,1,2,2,1,2,2,5,61,0,1,16,12,5,61,0,1,41,0,22000,1,5,5,1,1,1,1,1,5,90000,1,5,,,80,3,1932,2,2,4,0,1,1,3,5,1,12,,,3,,0,1,5,5,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,1,-1,1,4.5555148,1,-1,80,1932,0,0,0,1,0,0,1,1,0,0,0,0,0,,,0,0,1,5,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,5,3,-3,1,5,5,20,20,20,3,20,30,20,20,1,,,,,,4.3400002,3.8800001,0,61,41,16,,2.0999999,1,0,4.4922514,-2.4922512
240220,201301,20131,2013,1009,148,201207,61.209999,115.53,26.309999,3,13,54,3,5,2,-2,5,5,3,5,5,0,0,1,5,3,1,1,1,1,1,1,1,11,16,1,11,16,5,52,0,5,51,0,26000,1,5,5,1,1,1,1,1,3,125000,1,1,250000,1,80,1,1933,1,2,3,0,1,1,3,5,1,12,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-2,-1,-1,0,-1,-1,1,-1,0,1,1,1,1,-1,-1,4.7225685,1,0,80,1933,1,0,0,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,1,1,0,0,0,3,10,65,0,0,1,1,0,-1,1,0,4.3400002,3.8800001,1,11,51,11,,2.0999999,1,0,4.4922514,-3.4922512
240097,201301,20131,2013,186,,,46.41,77.690002,26.309999,5,57,52,3,5,5,-5,5,5,5,5,5,61,59,3,5,3,1,20,20,1,5,5,1,12,16,1,12,16,5,52,0,1,12,0,112500,2,5,5,5,4,4,3,1,3,275000,1,1,,1,42,3,1970,2,2,1,2,2,1,4,1,1,15,,,1,20,20,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-5,-1,-1,-1,-1,-1,0,-1,0,20,5,1,1,-1,1,6.1874256,1,0,42,1970,0,0,0,1,1,2,2,4,0,0,0,0,1,,,1,20,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,5,5,40,50,10,3,10,10,10,40,4,,,,,,4.3400002,3.8800001,0,12,12,12,,2.0999999,1,0,4.1933436,15.806657
239933,201301,20131,2013,22,,,46.41,77.690002,26.309999,1,10,0,3,3,,0,5,5,5,5,4,63,0,1,3,3,1,5,5,1,2,2,5,61,0,1,12,0,5,61,0,5,59,61,70000,1,5,5,5,3,3,2,1,1,130000,1,1,50000,1,54,6,1958,2,2,5,0,1,1,6,1,1,17,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,-1,-1,-1,-1,-1,1,0,0,5,2,-1,1,-1,-1,5.7129674,1,1,54,1958,0,0,0,1,0,0,1,1,0,0,0,0,1,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,2,2,10,50,10,5,30,20,10,10,3,,,,,,4.3400002,3.8800001,0,61,59,12,,2.0999999,1,0,4.2877355,.71226466
240278,201301,20131,2013,1067,146,201207,16.799999,2,26.309999,5,53,54,3,5,25,-25,3,3,3,5,5,0,0,1,3,1,3,,0,1,98,96,5,51,0,5,61,62,5,52,61,5,61,0,17500,1,1,5,1,1,1,1,2,,,,5,,,73,10,1939,1,2,4,0,2,1,3,5,1,12,,,1,10,10,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-25,0,0,0,-1,-1,1,0,1,0,,-1,-1,-1,-1,4.326673,0,,73,1939,1,0,0,1,0,0,2,2,0,0,0,0,0,,,1,10,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,40,50,3,30,30,50,0,1,0,0,-1,0,0,4.3400002,3.8800001,1,51,61,61,,2.0999999,1,0,4.4371891,-4.4371891
240005,201301,20131,2013,94,,,135.22,153.38,123.55,1,23,0,3,1,3,3,5,1,1,1,1,31,21,5,1,1,3,,0,1,3,3,1,12,21,1,16,12,1,17,16,1,16,11,,2,,,,,,,1,3,,1,5,,,66,3,1946,2,2,1,0,2,,5,1,1,16,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,3,-1,1,1,1,1,-1,1,1,0,3,1,1,1,1,,1,0,66,1946,0,0,0,1,1,0,2,2,0,0,0,0,1,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,10,10,1,10,10,0,70,60,3,90,90,60,0,1,,,,,,4.3400002,3.8800001,0,12,16,16,,2.0999999,1,0,4.3821273,-4.3821273
240264,201301,20131,2013,1053,99,201207,61.209999,2,99.239998,5,50,60,1,1,7,7,3,5,1,5,1,63,0,3,3,3,1,5,5,1,2,2,5,61,62,5,51,0,5,61,62,5,61,0,90000,1,5,5,5,4,3,3,2,,,,1,,1,65,7,1947,4,2,1,0,2,2,5,1,1,16,,,1,99,99,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,7,0,-1,1,-1,1,0,0,0,5,2,-1,-1,-1,-1,5.964282,0,,65,1947,0,0,1,1,1,0,2,2,1,0,0,0,1,,,1,99,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,0,50,3,100,10,50,0,3,0,5,1,-1,2.5,4.3400002,3.8800001,1,61,61,51,,2.0999999,1,0,4.3742614,.62573874
240071,201301,20131,2013,160,,,61.209999,115.53,26.309999,3,0,0,3,1,1,1,3,5,3,5,5,0,0,1,3,3,1,2,2,1,1,1,1,42,0,1,16,0,1,16,21,1,12,0,,2,,,,,,,1,5,190000,1,5,,,74,1,1939,3,2,1,0,2,1,3,5,1,12,,,3,,0,3,,0,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,1,0,-1,0,-1,-1,1,0,0,2,1,1,1,1,1,,1,-1,74,1939,0,1,0,1,1,0,2,2,0,0,0,0,0,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,0,5,3,5,1,4,3,0,1,,,,,,4.3400002,3.8800001,0,42,12,16,,2.0999999,1,0,4.445055,-2.4450552
240007,201301,20131,2013,96,,,61.209999,2,99.239998,5,56,0,3,5,2,-2,5,3,3,1,3,0,0,3,3,1,1,2,2,1,3,3,5,61,0,1,16,0,5,52,0,1,16,0,60000,1,5,5,5,3,3,2,1,3,50000,1,1,20000,1,40,11,1972,2,2,1,2,2,1,5,1,1,16,,,1,10,10,1,5,5,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-2,-1,0,0,1,0,0,0,1,2,3,-1,1,-1,1,5.5588169,1,0,40,1972,0,0,0,1,1,2,2,4,0,0,0,0,1,,,1,10,1,5,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,5,5,25,20,25,3,25,10,25,25,1,,,,,,4.3400002,3.8800001,0,61,16,16,,2.0999999,1,0,4.1776114,-2.1776114
240212,201301,20131,2013,1001,68,201207,46.41,77.690002,26.309999,5,54,67,3,1,1,1,5,5,5,5,5,58,59,1,5,1,1,2,2,1,2,2,1,12,0,1,16,0,5,61,0,5,61,0,7500,1,1,5,1,1,1,1,2,,,,5,,,71,9,1941,3,2,4,0,1,1,3,5,1,11,,,1,15,15,1,15,15,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,1,2,2,1,1,-1,-1,3.4793751,0,,71,1941,0,1,0,1,0,0,1,1,0,0,0,0,0,,,1,15,1,15,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,0,0,5,0,0,0,0,1,0,2,1,0,1,4.3400002,3.8800001,1,12,61,16,,2.0999999,1,0,4.4214573,-2.4214573
239976,201301,20131,2013,65,,,120.42,115.53,123.55,3,27,0,3,1,10,10,3,1,1,1,1,19,36,5,1,1,1,3,3,1,3,3,1,11,19,1,16,12,5,52,0,1,30,12,75000,1,5,5,5,4,3,2,2,,,,1,70000,1,48,12,1964,4,2,5,0,1,2,5,1,1,16,,,3,,0,1,30,30,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,10,0,1,1,1,1,-1,1,1,3,3,1,1,-1,1,5.7819605,0,,48,1964,0,0,1,1,0,0,1,1,1,0,0,0,1,,,0,0,1,30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,60,100,5,0,80,100,0,2,,,,,,4.3400002,3.8800001,0,11,30,16,,2.0999999,1,0,4.2405396,-1.2405394
240187,201301,20131,2013,411,,,135.22,153.38,123.55,1,12,0,1,1,7,7,1,1,1,9,2,23,10,5,1,3,2,2,2,1,3,3,1,12,0,1,12,0,1,11,0,1,30,11,85000,1,5,5,5,4,3,3,1,3,455000,1,1,900000,1,67,9,1945,3,2,1,0,3,1,6,1,1,17,,,5,50,-50,5,17,-17,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,7,1,1,1,,1,-1,1,0,2,3,1,1,1,1,5.9071236,1,0,67,1945,0,1,0,1,1,0,3,3,0,0,0,0,1,,,-1,-50,-1,-17,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,10,10,1,8,8,0,0,85,3,100,85,85,0,1,,,,,,4.3400002,3.8800001,0,12,30,12,,2.0999999,1,0,4.3899932,-2.3899932
240034,201301,20131,2013,123,,,2,2,2,5,54,52,5,3,,0,5,5,5,5,5,56,84,1,5,1,1,98,96,8,,98,5,61,0,1,12,0,5,52,0,1,16,0,,2,,,,,,,1,5,550000,1,1,,1,75,9,1937,3,2,1,0,2,1,5,1,1,16,,,1,998,996,1,55,55,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,,,-1,1,-1,1,,1,-1,75,1937,0,1,0,1,1,0,2,2,0,0,0,0,1,,,1,,1,55,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,8,,998,8,,998,0,18,10,5,999,25,10,0,4,,,,,,4.3400002,3.8800001,0,61,16,12,,2.0999999,0,0,4.4529214,
240313,201301,20131,2013,1102,243,201207,90.809998,77.690002,99.239998,5,53,0,3,1,2,2,5,1,1,1,99,10,0,5,3,3,1,10,10,1,10,10,1,13,0,1,12,0,1,17,0,1,13,0,50000,1,5,5,1,3,2,2,1,3,275000,1,1,50000,1,73,9,1939,4,2,1,0,2,1,4,5,1,13,,,1,100,100,1,30,30,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,2,-1,1,1,1,,-1,0,0,10,10,1,1,1,1,5.3764954,1,0,73,1939,0,0,1,1,1,0,2,2,0,0,0,0,0,,,1,100,1,30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,10,10,1,10,10,0,0,0,5,25,50,0,0,4,10,0,1,0,0,4.3400002,3.8800001,0,13,13,12,,2.0999999,1,0,4.4371891,5.5628109
240237,201301,20131,2013,1026,224,201207,31.6,77.690002,2,5,52,54,5,5,25,-25,5,5,3,5,5,0,0,1,5,3,1,15,15,1,10,10,1,12,0,1,12,0,5,52,0,5,61,0,26000,1,5,5,1,1,1,1,1,5,130000,1,1,30000,1,63,4,1949,2,2,1,0,2,1,3,5,1,12,,,1,75,75,1,20,20,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-25,-1,-1,0,-1,-1,1,-1,0,15,10,1,1,-1,-1,4.7225685,1,-1,63,1949,0,0,0,1,1,0,2,2,0,0,0,0,0,,,1,75,1,20,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,0,0,0,5,20,998,0,0,4,10,5,-1,1,2.5,4.3400002,3.8800001,0,12,61,12,,2.0999999,1,0,4.3585291,10.641471
240202,201301,20131,2013,426,,,150.02,153.38,147.86,1,27,0,1,1,6,6,3,1,3,1,1,23,45,5,3,1,1,2,2,1,1,1,1,42,0,1,13,0,5,52,0,5,65,0,80000,1,5,5,5,4,3,2,1,3,600000,1,1,17500,1,28,2,1984,1,2,1,1,2,5,5,1,1,16,,,1,13,13,1,3,3,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,6,0,1,0,1,1,-1,0,1,2,1,1,1,-1,-1,5.846499,1,0,28,1984,1,0,0,1,1,1,2,3,0,0,0,1,1,,,1,13,1,3,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,3,3,1,5,5,0,10,50,1,80,60,50,0,1,,,,,,4.3400002,3.8800001,0,42,65,13,,2.0999999,1,0,4.0832195,-2.0832195
240318,201301,20131,2013,1107,168,201207,105.61,77.690002,123.55,3,54,13,3,3,,0,3,1,1,1,1,10,44,5,1,3,2,3,3,1,98,96,8,,,1,16,0,1,21,0,1,98,0,60000,1,5,5,5,3,3,2,1,1,500000,1,1,,1,77,7,1935,3,2,1,0,2,1,5,1,1,16,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,1,1,1,1,-1,1,0,3,,,1,1,1,5.5588169,1,1,77,1935,0,1,0,1,1,0,2,2,0,0,0,0,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,5,5,1,5,5,0,100,20,3,100,100,20,0,2,,,,,,4.3400002,3.8800001,0,,,16,,2.0999999,1,0,4.4686532,-1.4686532
240360,201301,20131,2013,1149,111,201207,16.799999,2,26.309999,5,57,59,3,1,4,4,3,5,5,5,5,76,85,3,5,5,1,10,10,1,5,5,5,51,0,1,16,12,5,52,86,5,62,0,210000,1,5,1,5,5,4,3,1,1,280000,1,1,125000,1,41,3,1971,1,2,1,3,3,1,5,1,1,16,,,1,50,50,1,10,10,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,4,0,-1,-1,-1,-1,0,-1,-1,10,5,-1,1,-1,-1,6.8115797,1,1,41,1971,1,0,0,1,1,3,3,6,0,0,0,0,1,,,1,50,1,10,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,3,3,10,5,20,5,80,25,20,10,4,10,0,-1,0,0,4.3400002,3.8800001,0,51,62,16,,2.0999999,1,0,4.1854773,5.8145227
240283,201301,20131,2013,1072,23,201207,120.42,115.53,123.55,3,0,0,3,3,,0,5,1,1,1,1,45,0,5,1,8,1,5,5,1,98,96,1,12,0,1,16,12,5,52,0,8,,,65000,1,5,5,5,3,3,2,1,5,,1,5,,,58,10,1954,3,2,1,0,2,1,4,1,1,14,,,1,13,13,3,,0,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,1,1,1,-1,1,,5,,1,1,-1,,5.6388593,1,-1,58,1954,0,1,0,1,1,0,2,2,0,0,0,0,1,,,1,13,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,998,996,2,85,0,1,80,50,0,2,3,4,1,1,0,.5,4.3400002,3.8800001,1,12,,16,,2.0999999,1,0,4.3191996,.68080068
240383,201301,20131,2013,1172,222,201207,120.42,153.38,99.239998,1,10,16,3,3,,0,3,1,3,3,1,0,0,3,3,1,2,3,3,1,2,2,1,12,16,1,16,12,1,16,0,1,15,16,135000,1,5,5,5,5,4,3,1,1,350000,1,1,250000,1,56,3,1956,4,2,1,0,4,1,4,5,1,14,,,3,,0,1,10,10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,1,1,6.3697472,1,1,56,1956,0,0,1,1,1,0,4,4,0,0,0,0,0,,,0,0,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,0,50,30,3,0,25,30,0,2,10,-7,-1,1,-3.5,4.3400002,3.8800001,0,12,15,16,,2.0999999,1,0,4.3034673,-1.3034674
240193,201301,20131,2013,417,,,61.209999,77.690002,50.619999,5,61,0,1,1,5,5,5,1,3,5,5,0,0,3,3,3,1,2,2,1,2,2,1,12,0,1,12,0,5,61,86,5,56,0,23000,1,5,5,1,1,1,1,2,,,,1,350,1,25,8,1987,1,2,3,1,1,4,4,5,1,13,,,1,100,100,1,40,40,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,5,-1,1,0,-1,-1,0,0,0,2,2,1,1,-1,-1,4.5999665,0,,25,1987,1,0,0,1,0,1,1,2,0,0,1,0,0,,,1,100,1,40,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,20,0,10,3,80,20,10,20,1,,,,,,4.3400002,3.8800001,0,12,56,12,,2.0999999,1,0,4.0596213,-2.0596216
240303,201301,20131,2013,1092,263,201207,61.209999,77.690002,50.619999,1,20,16,1,1,4,4,5,1,3,5,4,69,56,1,3,1,1,3,3,1,5,5,5,56,61,1,12,16,5,52,61,5,51,0,62000,1,5,5,5,3,3,2,1,3,160000,1,1,140000,1,60,12,1952,4,2,1,0,2,2,4,1,1,14,,,5,3,-3,5,2,-2,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,4,-1,1,0,-1,-1,1,0,1,3,5,-1,1,-1,-1,5.5916066,1,0,60,1952,0,0,1,1,1,0,2,2,1,0,0,0,1,,,-1,-3,-1,-2,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,3,3,10,2,20,5,80,5,20,10,2,2,1,-1,0,.5,4.3400002,3.8800001,1,56,51,12,,2.0999999,1,0,4.3349314,-1.3349314
239986,201301,20131,2013,75,,,120.42,77.690002,147.86,5,53,54,1,1,3,3,5,1,1,1,1,23,0,5,3,1,1,3,3,1,3,3,1,11,0,1,12,0,5,52,61,8,,,13000,1,1,5,1,1,1,1,1,5,75000,1,5,,,63,10,1949,1,2,3,0,1,,4,5,1,13,,,1,50,50,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,3,-1,1,1,1,1,-1,0,1,3,3,1,1,-1,,4.0294213,1,-1,63,1949,1,0,0,1,0,0,1,1,0,0,0,0,0,,,1,50,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,5,5,0,80,0,5,0,0,0,0,2,,,,,,4.3400002,3.8800001,0,11,,12,,2.0999999,1,0,4.3585291,-1.3585293
